,["GNB-k0", "Kama-GNB",13.29617931780437,15.612267181244892,0.9330908604632461,5.560349902467521,3.3311098036660893,1.9479154152686975,4.986577931049105,]
,["GNB-k1", "Kama-GNB",13.773038655889705,14.401425575689087,0.8836268574517242,5.444516689858856,3.47990345841566,2.702237106358739,5.153368509026037,]
,["GNB-k2", "Kama-GNB",13.81803102940575,14.215565113325196,0.8914740499321941,5.572929194124406,3.248466100864096,2.7607155510162276,4.840534295084554,]
,["GNB-k3", "Kama-GNB",13.570676753513855,14.979050060880407,0.9177655196259309,5.852061222825001,3.078518413893673,2.4108124368274337,5.359659243245793,]
,["GNB-k4", "Kama-GNB",14.854939655652643,13.329359608400596,0.8873930957290378,6.053829273987909,2.8678675894799777,1.9078390092317825,5.010853104579399,]
,["GNB-k5", "Kama-GNB",15.067980034492102,15.357999491242746,0.8898515328889659,5.8333655407746425,2.9907462865622105,4.676785150099118,5.0981785166618065,]
,["GNB-k6", "Kama-GNB",13.370876382462928,15.007450280945529,0.8497580597914526,5.823717473109216,3.3782622291155473,3.420412446340257,5.249388370756617,]
,["GNB-k7", "Kama-GNB",15.866256876505062,13.901643902946736,0.8729258956654794,5.598846519548565,3.105350019116866,4.831398578985246,4.98706618663166,]
,["GNB-k8", "Kama-GNB",16.297684644782517,14.157157801575327,0.8600515676411341,5.2343237955447774,2.9198607809384445,0.8325814848828279,5.333651142279179,]
,["GNB-k9", "Kama-GNB",14.580253957394877,14.955343602716678,0.8841136168306363,5.791012759903731,3.0768577608369894,1.5598289774645064,4.593299487375709,]
,["GNB-k10", "Kama-GNB",13.583813388903133,15.203526446104906,0.8702063558540952,5.636931907812979,3.3685311547374015,3.0602810302801315,4.655095036995257,]
,["GNB-k11", "Kama-GNB",13.882661306691173,14.114642106382108,0.8955341046542215,5.145864982508613,2.993269830241124,4.809078214805988,4.917254983646782,]
,["GNB-k12", "Kama-GNB",12.813234026639053,14.384251879158636,0.8769352319551464,5.763024329990303,3.2333089990106414,3.738295401524803,4.907061694113674,]
,["GNB-k13", "Kama-GNB",13.774737473198496,14.843659348252872,0.8838390393531576,5.746669438761188,3.1258002757576913,2.981404870623758,4.693163481593711,]
,["GNB-k14", "Kama-GNB",13.691663079879325,14.987053779328805,0.8643526660837854,5.7846840010569585,3.139334987552038,1.820637150501468,5.036130817389065,]
,["GNB-k15", "Kama-GNB",15.040574165255231,14.239456568568954,0.9202533838186393,5.435384577473718,3.6144494300228995,1.8756232805415203,4.858424656114727,]
,["GNB-k16", "Kama-GNB",14.115213927506769,13.581049669929635,0.8758942097985861,5.463932926410385,3.256812570679458,3.361735182040992,5.05472793537017,]
,["GNB-k17", "Kama-GNB",13.527331891315002,14.64591594147774,0.915015453161967,5.878489710995444,3.3750454831519643,3.104663674309435,5.090599744460684,]
,["GNB-k18", "Kama-GNB",14.986342081154703,14.427948981002988,0.8809133683680951,5.749573500370165,3.2219049967270634,0.14320465340776733,5.586531788752187,]
,["GNB-k19", "Kama-GNB",14.163343922607579,14.04014310280838,0.8682720279400932,5.545781447751632,3.352625584086671,1.6710575441965405,5.380587380432227,]
,["GNB-k20", "Kama-GNB",13.130093867099651,14.309964999041124,0.873230415488807,5.378256746036209,3.13535208709296,5.022847804111361,5.149162076430081,]
,["GNB-k21", "Kama-GNB",14.388215259157462,14.678556282138299,0.8872857272048166,5.935632538767488,3.3622082834939873,2.578288589733945,5.514806424154484,]
,["GNB-k22", "Kama-GNB",13.979222909127934,13.757636471088663,0.9035461029113729,5.706870444483959,3.3263841499584696,3.282475536051004,5.368179761827698,]
,["GNB-k23", "Kama-GNB",13.869622129117316,15.242639172257675,0.8579396471900254,5.6073398896423665,3.7541713794830374,2.3493620355958393,4.789603298518767,]
,["GNB-k24", "Kama-GNB",14.777124830077604,15.027348943245162,0.8807089893006838,5.4367717704141825,3.3820406743406926,4.202911025777374,5.214996538854257,]
,["GNB-k25", "Kama-GNB",13.32105869021617,13.36625455423023,0.8759680660692837,5.440548067559403,3.291836517868207,5.086713708555875,5.266299268746994,]
,["GNB-k26", "Kama-GNB",11.992041782581195,15.06521525038,0.8428692215368542,5.564217841773955,3.257836683457939,1.9533694507599781,4.967674036431724,]
,["GNB-k27", "Kama-GNB",14.12323501721718,14.015244413398957,0.8896760057469506,5.600166521655635,3.3402714442802046,2.4076024604200996,5.119703055762843,]
,["GNB-k28", "Kama-GNB",14.598297999215955,14.541768094019098,0.8885237013041616,5.347020139587334,3.1059680243344037,1.619436374968076,5.437858012323705,]
,["GNB-k29", "Kama-GNB",14.78216013186712,14.002350877360062,0.8717412098948889,5.897148062020585,3.1836512374112376,3.197315531255728,4.848077433229203,]
,["GNB-k30", "Kama-GNB",13.860152857512876,14.098113914931929,0.8833864630228276,5.390177559499596,3.349768959174381,2.1886740773105298,5.0105278569003495,]
,["GNB-k31", "Kama-GNB",16.15934566101253,14.894595519982687,0.8613014380639996,5.399370908941856,3.1528278748002583,2.032251804729386,4.734746500208598,]
,["GNB-k32", "Kama-GNB",13.950105998502577,15.712941000798933,0.8778966324199002,5.379954224061354,3.177062275289902,3.0836244416627694,5.3895409651942305,]
,["GNB-k33", "Kama-GNB",15.911577513725799,14.308751156581922,0.9333153035355505,5.671227953621607,3.319666135338964,2.3397364530247424,5.053229949320229,]
,["GNB-k34", "Kama-GNB",15.368933217640702,13.527122265657773,0.906618562143857,5.207500062559829,3.0762780321933736,4.45151998128439,5.321953292961098,]
,["GNB-k35", "Kama-GNB",16.351036284445076,14.234980606225404,0.8903514488640345,5.377886831777751,3.1463567558161794,2.1905901282668165,5.401821459530375,]
,["GNB-k36", "Kama-GNB",14.186471152898706,14.341488187836065,0.8785092887550507,5.702204906694161,3.2453112317373325,2.764848709071062,5.046244542474828,]
,["GNB-k37", "Kama-GNB",13.619932121271518,13.581728053323548,0.9120997987789514,5.3866022965058065,3.496216103405849,3.2632368625168167,4.7740288566023965,]
,["GNB-k38", "Kama-GNB",13.614841864903363,14.295736753991719,0.858112762081688,5.281903434662108,3.1023111842131743,2.155661818865941,4.954649536168643,]
,["GNB-k39", "Kama-GNB",15.49459162288298,14.78291030187979,0.8721338182380636,6.115204790233247,3.2534238663236263,3.0585883500914592,5.099727011689364,]
,["GNB-k40", "Kama-GNB",13.300350712112339,14.176775548581569,0.8621290957850963,5.51311524214636,3.3660677454987242,5.0615646230894695,5.550319790342686,]
,["GNB-k41", "Kama-GNB",15.076549370205152,14.47382376892927,0.8815375743013506,5.476315319874069,3.0817212974648114,2.3677486238343226,4.494275116012428,]
,["GNB-k42", "Kama-GNB",13.271382104757604,14.165212890930054,0.8974442391577957,5.746323324250747,3.1151871469812638,0.21815282262348923,5.01934713226212,]
,["GNB-k43", "Kama-GNB",15.269083455981084,14.9008077508123,0.9100339460450816,5.505124895720633,3.2475126019327347,5.0313566477180585,5.1048393809238375,]
,["GNB-k44", "Kama-GNB",15.229345301914101,14.481499798348393,0.8675550068420289,5.907718113114029,3.4426510658920266,2.214252053247853,5.473705302223368,]
,["GNB-k45", "Kama-GNB",13.393967134215552,14.873051977304144,0.8742427935478938,5.042495443520693,3.1691673567655343,3.532631075323907,5.097120694609746,]
,["GNB-k46", "Kama-GNB",14.555476627465334,14.306106722652448,0.9025427386839984,5.309076163012274,3.4411716122707143,2.0831287700374324,4.885191813489002,]
,["GNB-k47", "Kama-GNB",16.34852433517074,14.800878535678248,0.8358102203550916,5.464601131384475,3.0156841609414324,2.8966787612247487,5.199160461077989,]
,["GNB-k48", "Kama-GNB",13.03434735662685,13.775601609729522,0.8763512498983653,5.841927213642602,3.274554224618818,-0.5387104994702194,4.493955119779343,]
,["GNB-k49", "Kama-GNB",16.028596231627372,14.355298886461313,0.9007332275327304,5.295139630725933,3.0847680473159986,1.3885956488240587,4.992281878048312,]
,["GNB-k50", "Kama-GNB",16.157335184710412,14.346708143542525,0.9125270392747652,5.602379793648181,3.1413978460410363,1.4527244270443715,4.656995715243075,]
,["GNB-k51", "Kama-GNB",14.457404765689839,15.012977292293208,0.874490827370265,5.3773975994144285,2.879718283432099,2.051620053436429,5.279241413348007,]
,["GNB-k52", "Kama-GNB",14.527926138700789,14.671565874770769,0.8605634145793671,5.2230599419391135,3.3586019214907354,2.9617337759775135,4.908205054538342,]
,["GNB-k53", "Kama-GNB",14.059304022089819,13.974069463412823,0.8812175194476034,5.885301076726344,3.39121303699788,4.147701482739464,5.390226745071352,]
,["GNB-k54", "Kama-GNB",14.479193146407665,14.086127276333139,0.8809010031260591,5.834125081170545,3.17040033839437,3.4054041599661242,5.0098570409525465,]
,["GNB-k55", "Kama-GNB",13.055665385678404,13.959081267240519,0.8822082622291612,5.342845122564997,3.4534053500863013,3.8810550430161177,4.983103570277532,]
,["GNB-k56", "Kama-GNB",15.987610413104392,13.84663507763202,0.9128452040216326,5.50352860204226,3.332504470449383,4.648520628722227,5.479360243551711,]
,["GNB-k57", "Kama-GNB",11.932479998382211,14.127437125946102,0.8877842449326704,5.306423490580476,2.866437334056667,1.4239143217121852,5.203380585463221,]
,["GNB-k58", "Kama-GNB",14.436318782137867,14.782880703635728,0.8872338347642486,5.649031249806735,3.200919292077046,2.4218927752972816,4.82438807765776,]
,["GNB-k59", "Kama-GNB",13.26434657004055,13.446235797952493,0.8745907665699266,5.4927317138148215,3.178121373431743,2.7176036527270653,4.971578629950798,]
,["GNB-k60", "Kama-GNB",16.056594388589414,14.19812487410887,0.8656709773295294,5.141815852449775,3.4414801808353133,2.5035407433369614,4.727528020043849,]
,["GNB-k61", "Kama-GNB",16.115028527068553,14.240136596695166,0.8658456021287133,5.996640277076109,3.604939305284028,1.6725020554174537,5.029906457109728,]
,["GNB-k62", "Kama-GNB",12.629002419755487,14.543117148692028,0.8736370758087321,5.528871276974638,3.4187757691324747,3.6216671141418217,5.145843026847911,]
,["GNB-k63", "Kama-GNB",15.284339918593506,14.438184464687499,0.9036781255987483,5.3978511230956014,3.110328940528794,3.3426253581740863,5.481458142073612,]
,["GNB-k64", "Kama-GNB",13.163189126427278,13.802295350196976,0.907972279054117,5.639040069940921,3.283299947620579,1.5986707237807551,5.242377106407918,]
,["GNB-k65", "Kama-GNB",15.75436180802737,14.340893853864028,0.8832916018741479,5.627684335798162,3.2441318678963365,3.2593665291988825,5.033218591546209,]
,["GNB-k66", "Kama-GNB",15.680716257276158,14.021125170907952,0.8872968533768526,5.645783318802735,3.3769370480690357,4.277580801012556,4.937230300351186,]
,["GNB-k67", "Kama-GNB",14.685726727725134,14.470178312535593,0.9004639363317823,5.567763115169378,3.1591289340600364,4.545342287455533,4.982728903876605,]
,["GNB-k68", "Kama-GNB",17.07888780142161,13.64501088638988,0.8815344838796777,5.2800579548573054,3.4206459370489153,1.5899681351878028,5.630226336213384,]
,["GNB-k69", "Kama-GNB",14.717748724385423,15.070254965184068,0.8819572011329362,5.9157430891502045,2.956104036669193,1.5344700456092568,5.265413207227011,]
,["GNB-r0", "Rosa-GNB",19.277881552132545,15.776783871311528,0.8887785591130994,6.33788769626484,3.6510974478670697,4.235844576930189,6.341493821650609,]
,["GNB-r1", "Rosa-GNB",17.681848163906682,15.81959359564742,0.8991028169328683,6.250981100956299,3.7141431396740026,1.817360148214706,5.715587430974702,]
,["GNB-r2", "Rosa-GNB",22.156169809293367,17.13546626793129,0.8872987664220907,6.03291441854881,3.6567142629912346,0.40631079952185356,5.837207643168958,]
,["GNB-r3", "Rosa-GNB",18.88621691955477,16.611460890395865,0.8620802962981027,6.281251512167669,3.629978180906434,3.902112759100197,5.902179258384163,]
