1.972984502646493166e+00,3.272889770796836295e-01
-3.077744363844107767e+00,1.566301760397479814e+00
-4.287497322242659337e-01,-3.081685431859596758e+00
8.007762827865398947e-01,-2.231100310835884226e+00
1.566644078755770941e+00,-5.889531295940764188e-01
1.233688950184248734e+00,-7.990615464763268783e-01
4.899466725702660286e-01,-1.218580117689953779e+00
6.102135111379565213e-01,6.310092743374255964e-01
-1.970900658799546123e+00,1.000575138891118376e+00
-2.850562332889181150e+00,1.578404855199368573e+00
1.660199595700673214e-01,-1.301428253802659585e+00
-9.881637891616833480e-01,9.847520535227575200e-01
1.185426676280213698e+00,-2.325847896730269815e-01
8.462285417531798526e-01,-1.925404699846962497e+00
1.114627850093565131e+00,8.517500366722474681e-02
-6.128605148156329729e-01,-1.655603892023872703e+00
1.576604658365541312e+00,-8.273776861091430845e-01
7.770804583742264571e-01,-1.127773602513634676e+00
-5.080190967192159679e-01,9.112534652156266679e-01
-1.329484836123081104e+00,6.867232046371936072e-01
4.710967780514229153e-01,-1.571836697243844228e+00
7.493984609372164041e-01,-2.138211619335415037e-01
-1.470109934549604924e-01,1.141292877478444323e+00
1.118456877009207151e+00,-1.018180626098516450e+00
3.426071608000780255e-02,-8.495995706271139980e-01
1.423655286049635205e+00,4.421481337498949227e-01
3.178486612662038135e-01,-1.014377206637577356e+00
8.084610335754784938e-01,1.470404476199310695e-01
-4.170391989380799469e-01,6.858273061602530030e-01
7.632684392648042548e-01,-1.472869832702604409e+00
1.439440516330165343e+00,-1.368413607987186031e+00
-1.024265441405782129e+00,1.659180600695340901e+00
5.523199148388290292e-01,-1.011042918958691139e+00
-6.839850236250133442e-02,-2.119673683477389936e+00
-5.319847661329433208e-01,1.014384268852146498e+00
-1.231039408801064772e+00,9.281625583625089382e-01
9.945166459948109328e-01,-7.260467822614494748e-01
1.887273191171100928e+00,-1.163447992375316042e+00
1.105125230240867173e+00,-9.035754259143666811e-01
1.749654775972214971e+00,-1.264541300280960900e+00
-3.055806844388764265e-01,-2.450723708050563054e+00
1.003390108010655091e+00,-5.585927609797556315e-01
-1.400928402637504622e-01,1.470197904377558817e+00
-7.557895186133878340e-01,5.554787611581490925e-01
1.835431857340332762e+00,-1.849659867733934204e+00
8.645937374677405973e-01,-1.194445754601310750e+00
-1.317539804953384408e+00,1.446753053462023653e+00
1.707166014990146863e+00,-4.634243953782443137e-01
7.494382394098968447e-01,-1.168087470969791264e+00
7.306512880750237748e-02,-1.810172022600783581e+00
8.913770140227910144e-01,-9.174518321076917671e-01
-8.310863043076569534e-01,5.978651276322867192e-01
9.459035990607440603e-01,-4.552909055296452401e-01
1.006049901488584197e+00,7.686160823847206780e-01
9.917991023505371428e-01,-1.979540218083977843e+00
-2.947429922088317333e+00,1.019039422390371374e+00
8.388358369428770001e-01,-2.270958064388504560e+00
9.336725370963880888e-01,-2.190442257255219349e+00
1.216949624503265603e+00,-2.988947556699637076e-01
-1.676357499697394893e+00,9.185171167097081479e-01
-1.598959219769691131e-01,5.076432683672293944e-01
1.099891848068230704e+00,-2.362203039777408975e+00
6.600937076502776391e-01,-2.040942140970250840e+00
-1.082412081402668091e+00,1.402690945921254873e+00
6.282737654341880029e-01,-1.385836130988835180e+00
1.129711471022518010e+00,-1.708277524488492016e+00
1.033196881638880349e+00,-1.046133428109137009e+00
1.556105798760556880e+00,-2.486772005718662637e+00
-3.998467606257938289e-01,1.123858158230049753e+00
