-2.592401295374484604e+00,2.981807761687954361e+00,-2.538366016984665574e-01
6.183276112475124542e-01,-9.124852230247749718e-01,1.061846936512305106e-01
1.656601942595958832e-02,-1.493930902055463195e+00,4.413439169355746206e-01
3.939737719353529677e+00,-9.430117894699068248e-01,2.851942708833444584e+00
-2.024450371662670278e+00,-6.103332270240713342e-01,-1.619014780029427225e+00
2.418933394955233851e+00,-5.565306847120509159e-01,1.636350536189890459e+00
2.814637118344598399e-01,-1.073762955637540983e+00,-1.084644260811518102e-01
-2.738167827493374951e+00,3.151760483986342898e+00,-5.587672364089304455e-01
9.501316595460208569e-01,-2.322457798086074998e+00,2.558300797177059049e+00
2.227767254250580642e+00,-1.454197323215233650e+00,2.720422690432966917e+00
2.152966730444918930e+00,-9.642850236320783530e-01,1.082222830527006741e+00
2.068799678848793455e+00,-1.316533951205172803e+00,1.492962946399888580e+00
1.951050247471912913e+00,-1.440914082492555925e+00,1.451604735723207140e+00
2.825492321228877834e+00,-1.376449573120244407e+00,3.361357966947979392e+00
1.177896069755288266e+00,-2.126355653768764675e+00,2.686377251027843194e+00
1.111516955188844635e+00,-1.741075227962866068e+00,8.544658347907225782e-01
4.257315217733212975e-01,-1.061429288699384799e+00,2.866814462837989907e-01
3.825539370737518485e-01,-1.700269024568157095e+00,1.737136958085819138e+00
1.905338655575744999e+00,-1.716890644603195959e+00,2.365746700325318752e+00
1.574596966206805559e+00,-7.904699985724883415e-01,9.428282855121759010e-01
2.512199865590574177e+00,-9.595615800629065939e-01,1.890025497875023275e+00
1.691250315291996653e+00,-1.682984135967489081e+00,3.853906885625508760e+00
1.183846893659683763e+00,-2.190663932494278043e+00,2.434005694612338289e+00
3.169828558573847044e+00,3.126018741252611921e-01,1.018001815887659367e+00
-3.650487214962418570e+00,4.923173255332719656e+00,-4.101064990248737274e-01
-2.281325038917677350e+00,1.232869615057065715e+00,-1.237744349276533651e+00
1.474500764614897541e+00,-1.450054674821326550e+00,2.235085016851198425e+00
